,Balls_played,Batting_Hand,Bowling_Skill,Country,DOB,Econ_Rate,Over_count,Player_Id,Player_Name,Runs,Strike_Rate,cluster
277,,,Right-arm medium-fast,India,9-Oct-87,9.37,12.166666666666666,245,AP Dole,114.0,,0
278,,,Right-arm offbreak,Sri Lanka,30-Jan-85,7.43,30.0,278,S Randiv,223.0,,0
279,,,Right-arm medium,India,7-Sep-85,10.0,2.0,229,FY Fazal,20.0,,0
280,,,Slow left-arm orthodox,India,6-Oct-78,8.32,9.5,298,ND Doshi,79.0,,0
281,,,Right-arm offbreak,India,12-Apr-88,10.42,3.1666666666666665,444,MB Parmar,33.0,,0
282,,,Right-arm fast,New Zealand,7-Jun-75,7.07,31.833333333333332,220,SE Bond,225.0,,0
283,,,Right-arm medium-fast,Netherlands,30-Jun-80,6.51,13.833333333333334,284,RN ten Doeschate,90.0,,0
284,,,Legbreak,India,10-Jul-86,9.57,23.5,222,S Ladda,225.0,,0
285,,,Legbreak,India,29-Mar-79,6.96,8.333333333333334,193,C Nanda,58.0,,0
286,,,Right-arm medium,India,15-Dec-84,8.16,4.166666666666667,441,SS Sarkar,34.0,,0
287,,,Right-arm fast-medium,Sri Lanka,22-Jul-82,6.5,17.833333333333332,324,KMDN Kulasekara,116.0,,0
288,,,Right-arm medium,India,6-Jun-88,5.0,1.0,85,AM Rahane,5.0,,0
289,,,Right-arm fast,New Zealand,22-Jun-84,8.21,20.333333333333332,282,JE Taylor,167.0,,0
290,,,Right-arm fast-medium,Australia,5-Jun-81,8.3,31.333333333333332,198,AB McDonald,260.0,,0
291,,,Right-arm offbreak,India,6-Jan-90,10.25,12.0,199,Y Nagar,123.0,,0
292,,,Right-arm fast-medium,England,17-Dec-74,7.24,27.5,242,CK Langeveldt,199.0,,0
293,,,Right-arm offbreak,New Zealand,1-Sep-80,7.0,5.0,281,NL McCullum,35.0,,0
294,,,Right-arm medium,India,4-Sep-89,9.41,18.5,206,Jaskaran Singh,174.0,,0
295,,,Slow left-arm orthodox,India,3-Jun-83,8.63,32.666666666666664,283,J Syed Mohammad,282.0,,0
296,,,Right-arm offbreak,India,1-Dec-82,8.8,14.666666666666666,211,AA Jhunjhunwala,129.0,,0
297,,,Right-arm offbreak,India,5-Dec-85,8.08,8.166666666666666,42,S Dhawan,66.0,,0
298,,,Right-arm medium,India,7-Dec-83,8.12,25.5,167,PC Valthaty,207.0,,0
299,,,Right-arm medium,India,14-Jan-81,9.67,24.0,209,R Sathish,232.0,,0
300,,,Slow left-arm orthodox,India,20-Feb-76,8.0,1.0,219,RS Gavaskar,8.0,,0
301,,,Right-arm fast-medium,South Africa,2-Oct-77,7.4,7.833333333333333,217,JM Kemp,58.0,,0
302,,,Right-arm medium-fast,England,7-Mar-85,10.0,12.5,358,LJ Wright,125.0,,0
303,,,Right-arm medium-fast,India,3-Dec-82,10.13,7.5,291,L Ablish,76.0,,0
304,,,Right-arm fast,Pakistan,13-Aug-75,7.04,7.666666666666667,144,Shoaib Akhtar,54.0,,0
305,,,Right-arm medium,India,28-Aug-90,9.69,21.666666666666668,342,R Shukla,210.0,,0
306,,,Right-arm medium-fast,India,11-Oct-93,9.38,35.5,400,HH Pandya,333.0,,0
307,,,Right-arm medium,India,2-Feb-92,10.22,6.166666666666667,399,RG More,63.0,,0
308,,,Slow left-arm orthodox,India,16-Jan-94,8.75,42.166666666666664,398,J Suchith,369.0,,0
309,,,Right-arm offbreak,India,19-Apr-95,7.73,29.5,394,DJ Hooda,228.0,,0
310,,,Legbreak,India,13-Apr-94,9.64,19.5,422,KC Cariappa,188.0,,0
311,,,Left-arm fast-medium,New Zealand,22-Jul-89,8.06,34.5,458,TA Boult,278.0,,0
312,,,Right-arm medium,India,9-Mar-81,7.71,14.0,404,DJ Muthuswami,108.0,,0
313,,,Legbreak googly,India,8-Nov-87,9.1,35.5,392,Karanveer Singh,323.0,,0
314,,,Legbreak,India,12-Nov-82,9.41,8.5,37,D Salunkhe,80.0,,0
315,,,Right-arm fast-medium,Australia,4-Nov-85,6.49,10.166666666666666,457,JW Hastings,66.0,,0
316,,,Right-arm medium-fast,India,7-Oct-77,7.65,32.166666666666664,12,B Akhil,246.0,,0
317,,,Right-arm fast,Australia,8-May-93,8.8,15.0,405,PJ Cummins,132.0,,0
318,,,Left-arm fast-medium,South Africa,8-Jun-90,9.13,26.166666666666668,387,BE Hendricks,239.0,,0
319,,,Legbreak,India,4-Sep-93,8.02,19.333333333333332,388,S Gopal,155.0,,0
320,,,Right-arm fast-medium,Australia,30-Jan-87,7.24,15.333333333333334,385,BCJ Cutting,111.0,,0
321,,,Right-arm offbreak,India,9-Sep-93,8.68,19.0,381,Shivam Sharma,165.0,,0
322,,,Right-arm medium,India,8-Oct-83,8.11,39.833333333333336,48,AM Nayar,323.0,,0
323,,,Right-arm offbreak,India,29-Jun-90,7.1,13.666666666666666,329,Gurkeerat Singh,97.0,,0
324,,,Right-arm offbreak,India,14-Sep-90,8.0,1.0,308,SA Yadav,8.0,,0
325,,,Right-arm offbreak,India,22-Jan-90,6.33,24.333333333333332,425,J Yadav,154.0,,0
326,,,Right-arm medium-fast,New Zealand,11-Mar-87,7.5,2.0,411,C Munro,15.0,,0
327,,,Right-arm offbreak,India,18-Dec-88,4.8,1.6666666666666667,369,Sachin Baby,8.0,,0
328,,,Right-arm fast-medium,Australia,30-Apr-77,9.84,4.166666666666667,13,AA Noffke,41.0,,0
329,,,Legbreak googly,Australia,31-Mar-92,6.82,17.166666666666668,430,A Zampa,117.0,,0
330,,,Slow left-arm orthodox,India,6-Jun-70,8.95,9.166666666666666,16,SB Joshi,82.0,,0
331,,,Right-arm fast-medium,England,4-Oct-88,8.82,30.166666666666668,434,CJ Jordan,266.0,,0
332,,,Slow left-arm orthodox,India,22-Jan-91,9.67,3.0,424,Swapnil Singh,29.0,,0
333,,,Right-arm fast-medium,Australia,11-Apr-89,7.81,7.166666666666667,464,SM Boland,56.0,,0
334,,,Slow left-arm chinaman,India,7-Sep-95,8.24,23.666666666666668,432,S Kaushik,195.0,,0
335,,,Slow left-arm chinaman,South Africa,18-Feb-90,9.44,16.0,463,T Shamsi,151.0,,0
336,,,Slow left-arm orthodox,India,24-Mar-91,7.36,32.333333333333336,413,KH Pandya,238.0,,0
337,,,Slow left-arm chinaman,India,14-Dec-94,8.27,12.333333333333334,462,Kuldeep Yadav,102.0,,0
338,,,Legbreak googly,India,21-Aug-85,8.52,17.833333333333332,412,P Sahu,152.0,,0
339,,,Right-arm medium,Australia,16-Aug-89,8.7,23.333333333333332,409,MP Stoinis,203.0,,0
340,,,Right-arm offbreak,India,24-Dec-86,8.42,11.166666666666666,24,K Goel,94.0,,0
341,,,Right-arm fast-medium,West Indies,18-Jul-88,8.06,23.833333333333332,408,CR Brathwaite,192.0,,0
342,,,Right-arm medium,India,20-Sep-81,7.84,12.5,68,WA Mota,98.0,,0
343,,,Right-arm fast-medium,New Zealand,28-Jul-78,8.7,40.666666666666664,22,JDP Oram,354.0,,0
344,,,Legbreak googly,India,8-Sep-90,8.35,29.333333333333332,418,M Ashwin,245.0,,0
345,,,Slow left-arm orthodox,South Africa,4-Aug-79,8.75,8.0,323,RJ Peterson,70.0,,0
346,,,Slow left-arm orthodox,Australia,17-Nov-86,9.14,7.333333333333333,254,AJ Finch,67.0,,0
347,,,Legbreak,India,20-May-93,7.4,12.166666666666666,390,R Tewatia,90.0,,0
348,,,Right-arm fast-medium,Sri Lanka,19-Jul-79,7.37,41.5,149,CRD Fernando,306.0,,0
349,,,Right-arm fast-medium,Australia,3-Oct-82,9.07,7.5,343,B Laughlin,68.0,,0
350,,,Right-arm offbreak,India,20-Oct-78,10.26,23.0,41,V Sehwag,236.0,,0
351,,,Right-arm medium-fast,India,3-Oct-81,10.14,14.0,437,Gagandeep Singh,142.0,,0
352,,,Right-arm offbreak,India,26-Feb-82,9.14,37.0,54,Y Venugopal Rao,338.0,,0
353,,,Right-arm fast-medium,Pakistan,14-Apr-84,7.76,25.5,105,Umar Gul,198.0,,0
354,,,Right-arm medium,India,4-Dec-93,8.35,16.166666666666668,344,AS Rajpoot,135.0,,0
355,,,Right-arm offbreak,India,13-Oct-93,6.16,6.166666666666667,340,GH Vihari,38.0,,0
356,,,Right-arm fast,South Africa,6-Jul-77,7.24,35.5,122,M Ntini,257.0,,0
357,,,Legbreak googly,India,5-Sep-87,9.33,3.0,112,DB Ravi Teja,28.0,,0
358,,,Right-arm medium,Australia,1-Oct-78,5.45,7.333333333333333,45,DJ Thornely,40.0,,0
359,,,Right-arm fast-medium,India,3-Sep-86,8.92,24.0,115,RR Raje,214.0,,0
360,,,Legbreak,West Indies,9-Mar-81,7.29,18.666666666666668,452,S Badree,136.0,,0
361,,,Slow left-arm orthodox,India,3-Dec-81,10.15,2.1666666666666665,108,S Vidyut,22.0,,0
362,,,Right-arm medium,India,18-Jun-86,8.68,9.333333333333334,332,K Upadhyay,81.0,,0
363,,,Slow left-arm orthodox,Australia,2-Apr-81,6.09,11.0,328,MJ Clarke,67.0,,0
364,,,Right-arm medium,India,20-Oct-86,7.75,26.333333333333332,143,DP Vijaykumar,204.0,,0
365,,,Right-arm offbreak,Pakistan,17-Oct-80,6.76,10.5,5,Mohammad Hafeez,71.0,,0
366,,,Legbreak,Sri Lanka,15-Jan-83,7.2,5.0,348,BMAJ Mendis,36.0,,0
367,,,Right-arm medium,India,19-May-90,8.6,35.833333333333336,368,S Kaul,308.0,,0
368,,,Right-arm offbreak,India,1-Apr-84,7.95,6.166666666666667,185,M Vijay,49.0,,0
369,,,Right-arm medium,New Zealand,17-Sep-90,10.11,9.5,376,JDS Neesham,96.0,,0
370,,,Right-arm medium,New Zealand,10-Jul-75,7.51,37.0,58,SB Styris,278.0,,0
371,,,Right-arm medium-fast,India,11-Oct-72,8.67,25.5,59,SB Bangar,221.0,,0
372,,,Left-arm medium-fast,New Zealand,13-Dec-90,9.61,23.0,372,CJ Anderson,221.0,,0
373,,,Right-arm offbreak,India,13-Feb-89,8.19,33.333333333333336,366,Parvez Rasool,273.0,,0
374,,,,Australia,26-Mar-81,10.29,1.1666666666666667,353,BJ Rohrer,12.0,,0
375,,,Right-arm offbreak,Pakistan,1-Feb-82,9.0,9.666666666666666,86,Shoaib Malik,87.0,,0
376,,,Right-arm fast-medium,Pakistan,20-Dec-82,9.26,33.166666666666664,117,Mohammad Asif,307.0,,0
377,,,Legbreak googly,Pakistan,1-Mar-80,7.69,30.833333333333332,70,Shahid Afridi,237.0,,0
378,,,Right-arm medium-fast,West Indies,20-Dec-83,8.7,40.666666666666664,362,DJG Sammy,354.0,,0
379,,,Right-arm medium,India,22-Apr-80,10.4,5.0,72,MA Khote,52.0,,0
380,,,Right-arm medium-fast,West Indies,5-Nov-91,8.24,38.0,391,JO Holder,313.0,,0
381,,,Right-arm offbreak,Sri Lanka,9-Feb-85,6.4,32.5,352,SMSM Senanayake,208.0,,0
382,,,Left-arm fast-medium,Sri Lanka,13-May-78,8.7,11.5,98,DNT Zoysa,100.0,,0
383,,,Right-arm offbreak,India,6-May-87,9.79,6.333333333333333,148,SD Chitnis,62.0,,0
384,,,Left-arm medium,India,15-Oct-89,8.64,17.833333333333332,453,P Suyal,154.0,,0
385,,,Right-arm offbreak,West Indies,26-May-88,6.23,265.6666666666667,315,SP Narine,1656.0,,1
386,,,Right-arm medium,India,18-Sep-88,7.79,214.83333333333334,364,MM Sharma,1674.0,,1
387,,,Right-arm medium,India,5-Feb-90,6.9,288.3333333333333,299,B Kumar,1989.0,,1
388,,,Right-arm medium-fast,West Indies,12-May-87,8.18,210.66666666666666,221,KA Pollard,1724.0,,1
389,,,Right-arm medium-fast,South Africa,10-Jun-81,7.9,301.0,109,JA Morkel,2378.0,,1
390,,,Right-arm medium,India,4-Sep-82,7.36,259.5,39,SK Trivedi,1909.0,,1
391,,,Right-arm fast-medium,Australia,17-Jun-81,7.45,299.1666666666667,32,SR Watson,2230.0,,1
392,,,Right-arm medium-fast,India,12-Jul-83,7.4,223.16666666666666,126,MM Patel,1652.0,,1
393,,,Right-arm medium-fast,India,22-Oct-79,7.35,269.6666666666667,89,R Bhatia,1982.0,,1
394,,,Slow left-arm orthodox,India,5-Sep-86,7.34,324.1666666666667,131,PP Ojha,2379.0,,1
395,,,Right-arm fast,South Africa,6-Oct-84,7.43,283.1666666666667,190,M Morkel,2104.0,,1
396,,,Right-arm fast-medium,India,25-Oct-87,8.1,288.1666666666667,232,UT Yadav,2335.0,,1
397,,,Left-arm medium-fast,India,29-Apr-79,7.56,307.0,73,A Nehra,2321.0,,1
398,,,Right-arm medium,India,10-Dec-88,7.63,227.66666666666666,80,DS Kulkarni,1736.0,,1
399,,,Right-arm offbreak,Sri Lanka,17-Apr-72,6.61,263.5,121,M Muralitharan,1743.0,,1
400,,,Right-arm medium-fast,India,27-Sep-81,7.83,262.3333333333333,151,L Balaji,2055.0,,1
401,,,Slow left-arm orthodox,India,6-Dec-88,7.5,288.8333333333333,35,RA Jadeja,2166.0,,1
402,,,Left-arm fast-medium,India,6-Dec-85,7.63,312.3333333333333,61,RP Singh,2382.0,,1
403,,,Right-arm fast-medium,India,2-Sep-88,7.85,266.5,84,I Sharma,2092.0,,1
404,,,Right-arm medium-fast,India,25-Mar-84,7.72,254.0,106,AB Dinda,1961.0,,1
405,,,Right-arm fast-medium,South Africa,16-Oct-75,7.72,299.8333333333333,9,JH Kallis,2316.0,,1
406,,,Right-arm fast-medium,Australia,12-Feb-91,8.28,54.333333333333336,363,KW Richardson,450.0,,2
407,,,Right-arm medium,India,15-Aug-89,7.79,78.16666666666667,359,IC Pandey,609.0,,2
408,,,Right-arm medium-fast,India,6-May-85,9.07,51.833333333333336,75,Pankaj Singh,470.0,,2
409,,,Right-arm medium-fast,India,21-Dec-87,8.42,59.833333333333336,91,VY Mahesh,504.0,,2
410,,,Right-arm medium,Australia,20-Oct-91,7.6,54.5,253,MR Marsh,414.0,,2
411,,,Left-arm medium-fast,Pakistan,12-Dec-84,6.23,44.166666666666664,102,Sohail Tanvir,275.0,,2
412,,,Right-arm fast-medium,West Indies,15-Oct-84,6.8,46.333333333333336,349,R Rampaul,315.0,,2
413,,,Right-arm medium-fast,India,19-Feb-90,7.63,85.5,356,R Dhawan,652.0,,2
414,,,Right-arm medium,India,3-Jun-84,7.38,86.16666666666667,255,STR Binny,636.0,,2
415,,,Right-arm medium,India,5-Nov-88,8.43,44.0,8,V Kohli,371.0,,2
416,,,Right-arm fast-medium,Australia,15-Mar-83,7.34,65.0,451,BW Hilfenhaus,477.0,,2
417,,,Right-arm medium,West Indies,12-Apr-83,8.45,79.16666666666667,147,DR Smith,669.0,,2
418,,,Right-arm medium-fast,India,17-Sep-84,8.88,61.833333333333336,78,VRV Singh,549.0,,2
419,,,Right-arm fast,Australia,11-Oct-87,7.46,68.0,371,NM Coulter-Nile,507.0,,2
420,,,Legbreak googly,India,27-Mar-79,8.46,74.66666666666667,386,Imran Tahir,632.0,,2
421,,,Left-arm fast,Australia,30-Jan-90,7.11,102.0,378,MA Starc,725.0,,2
422,,,Right-arm medium,India,8-Jul-72,7.86,46.666666666666664,1,SC Ganguly,367.0,,2
423,,,Right-arm medium,India,6-May-81,8.43,54.333333333333336,63,LR Shukla,458.0,,2
424,,,Left-arm fast-medium,Bangladesh,6-Sep-95,6.81,62.666666666666664,460,Mustafizur Rahman,427.0,,2
425,,,Right-arm medium,Australia,24-Oct-78,9.14,61.5,25,JR Hopes,562.0,,2
426,,,Left-arm medium,India,10-Dec-92,8.24,55.333333333333336,429,BB Sran,456.0,,2
427,,,Right-arm fast-medium,India,23-Oct-83,9.29,45.333333333333336,119,Joginder Sharma,421.0,,2
428,,,Right-arm fast-medium,Australia,9-Feb-70,6.67,54.833333333333336,118,GD McGrath,366.0,,2
429,,,Right-arm fast-medium,India,7-Sep-84,7.24,73.5,90,MF Maharoof,532.0,,2
430,,,Left-arm fast-medium,New Zealand,11-Jun-86,7.95,106.16666666666667,403,MJ McClenaghan,844.0,,2
431,,,Right-arm medium-fast,South Africa,18-May-85,8.49,48.166666666666664,401,D Wiese,409.0,,2
432,,,Right-arm fast-medium,South Africa,16-Jul-73,6.58,46.666666666666664,49,SM Pollock,307.0,,2
433,,,Slow left-arm orthodox,Sri Lanka,30-Jun-69,7.89,50.166666666666664,44,ST Jayasuriya,396.0,,2
434,,,Right-arm fast-medium,England,30-Oct-77,6.95,51.666666666666664,137,AD Mascarenhas,359.0,,2
435,,,Right-arm offbreak,Australia,15-Jul-77,8.92,53.833333333333336,4,DJ Hussey,480.0,,2
436,,,Left-arm fast-medium,Sri Lanka,27-Jan-74,7.58,48.0,60,WPUJC Vaas,364.0,,2
437,,,Right-arm offbreak,Australia,9-Jun-75,7.71,90.0,56,A Symonds,694.0,,2
438,,,Slow left-arm orthodox,India,6-Jan-93,8.17,73.16666666666667,322,P Negi,598.0,,2
439,,,Right-arm fast-medium,India,3-Sep-90,8.64,82.33333333333333,347,Mohammed Shami,711.0,,2
440,,,Right-arm medium-fast,India,21-Jun-81,7.67,81.0,196,A Singh,621.0,,2
441,,,Right-arm medium,India,2-Mar-88,8.65,65.66666666666667,395,Anureet Singh,568.0,,2
442,,,Right-arm medium,India,25-Oct-89,9.13,52.0,244,A Mithun,475.0,,2
443,,,Right-arm offbreak,West Indies,21-Sep-79,7.74,96.5,162,CH Gayle,747.0,,2
444,,,Slow left-arm orthodox,India,7-Sep-92,7.67,95.66666666666667,256,Harmeet Singh,734.0,,2
445,,,Right-arm fast,Australia,22-Feb-83,7.03,89.0,238,SW Tait,626.0,,2
446,,,Right-arm medium,West Indies,16-Feb-89,7.59,100.0,309,KK Cooper,759.0,,2
447,,,Right-arm medium-fast,South Africa,9-Feb-83,8.97,62.0,210,R McLaren,556.0,,2
448,,,Slow left-arm orthodox,India,1-Jan-90,7.18,44.833333333333336,286,AG Murtaza,322.0,,2
449,,,Left-arm medium-fast,India,8-Apr-84,7.82,99.66666666666667,270,S Aravind,779.0,,2
450,,,Slow left-arm orthodox,India,20-Apr-91,6.98,60.5,314,Ankit Sharma,422.0,,2
451,,,Slow left-arm orthodox,India,13-May-90,7.92,50.5,302,BA Bhatt,400.0,,2
452,,,Right-arm offbreak,India,20-May-78,7.29,73.83333333333333,153,RR Powar,538.0,,2
453,,,Left-arm fast-medium,India,22-Sep-81,8.71,51.0,234,SJ Srivastava,444.0,,2
454,,,Slow left-arm orthodox,India,28-Sep-83,7.88,56.0,228,Bipul Sharma,441.0,,2
455,,,Right-arm fast-medium,England,9-Feb-77,7.45,54.5,274,AC Thomas,406.0,,2
456,,,Right-arm fast-medium,Pakistan,28-Feb-75,7.46,92.0,321,Azhar Mahmood,686.0,,2
457,,,Right-arm medium,India,24-Feb-91,8.69,45.0,325,A Ashish Reddy,391.0,,2
458,,,Right-arm medium-fast,New Zealand,11-Dec-88,8.0,104.16666666666667,377,TG Southee,833.0,,2
459,,,Left-arm medium-fast,South Africa,30-Jul-89,7.21,100.16666666666667,267,WD Parnell,722.0,,2
460,,,Right-arm medium-fast,India,5-Nov-88,8.54,60.333333333333336,246,AN Ahmed,515.0,,2
461,,,Right-arm offbreak,Sri Lanka,14-Oct-76,7.96,45.833333333333336,135,TM Dilshan,365.0,,2
462,,,Left-arm fast-medium,Australia,24-Jul-81,7.1,100.0,248,DE Bollinger,710.0,,2
463,,,Slow left-arm chinaman,Australia,6-Feb-71,7.31,77.66666666666667,316,GB Hogg,568.0,,2
464,,,Right-arm offbreak,India,30-Apr-87,7.88,57.0,57,RG Sharma,449.0,,2
465,,,Right-arm fast-medium,Australia,4-May-83,7.66,83.0,258,DT Christian,636.0,,2
466,,,Slow left-arm orthodox,South Africa,31-Dec-84,6.79,75.83333333333333,177,RE van der Merwe,515.0,,2
467,,,Left-arm medium-fast,India,27-Oct-84,7.58,350.1666666666667,29,IK Pathan,2653.0,,3
468,,,Right-arm medium,India,12-Feb-84,8.17,356.8333333333333,81,R Vinay Kumar,2917.0,,3
469,,,Right-arm offbreak,India,17-Sep-86,6.43,393.1666666666667,201,R Ashwin,2528.0,,3
470,,,Legbreak,India,24-Dec-88,7.58,412.0,67,PP Chawla,3123.0,,3
471,,,Right-arm offbreak,India,3-Jul-80,6.92,457.0,50,Harbhajan Singh,3162.0,,3
472,,,Left-arm fast-medium,India,7-Oct-78,7.42,338.3333333333333,15,Z Khan,2511.0,,3
473,,,Right-arm medium,India,2-Oct-86,7.44,421.5,14,P Kumar,3135.0,,3
474,,,Legbreak,India,24-Nov-82,7.16,411.0,136,A Mishra,2941.0,,3
475,,,Right-arm fast,South Africa,27-Jun-83,6.53,359.8333333333333,94,DW Steyn,2350.0,,3
476,,,Right-arm medium-fast,West Indies,7-Oct-83,7.9,351.6666666666667,71,DJ Bravo,2778.0,,3
477,,,Right-arm fast,Sri Lanka,28-Aug-83,6.51,401.1666666666667,194,SL Malinga,2611.0,,3
478,,,Slow left-arm orthodox,India,27-Nov-80,7.94,178.16666666666666,186,SB Jakati,1415.0,,4
479,,,Slow left-arm orthodox,India,12-Dec-81,7.31,142.83333333333334,27,Yuvraj Singh,1044.0,,4
480,,,Right-arm fast-medium,South Africa,30-Apr-87,7.46,142.16666666666666,350,CH Morris,1060.0,,4
481,,,Right-arm medium,India,4-Jan-84,8.31,151.66666666666666,120,MS Gony,1261.0,,4
482,,,Right-arm medium,India,19-Jul-86,7.91,128.83333333333334,333,P Awana,1019.0,,4
483,,,Left-arm medium,India,5-Nov-90,8.14,121.0,116,PJ Sangwan,985.0,,4
484,,,Right-arm offbreak,India,30-Apr-87,7.01,155.83333333333334,235,R Sharma,1093.0,,4
485,,,Right-arm fast-medium,India,6-Feb-83,7.65,157.83333333333334,77,S Sreesanth,1208.0,,4
486,,,Right-arm fast,Australia,8-Nov-76,7.28,152.66666666666666,66,B Lee,1111.0,,4
487,,,Right-arm offbreak,India,27-Nov-86,7.25,142.0,21,SK Raina,1029.0,,4
488,,,Right-arm medium,India,6-Dec-93,8.21,118.33333333333333,375,JJ Bumrah,971.0,,4
489,,,Right-arm fast,India,4-Dec-77,8.53,136.66666666666666,82,AB Agarkar,1166.0,,4
490,,,Left-arm medium,India,18-Oct-91,8.33,119.33333333333333,346,JD Unadkat,994.0,,4
491,,,Left-arm fast,Australia,2-Nov-81,7.86,173.83333333333334,357,MG Johnson,1367.0,,4
492,,,Right-arm fast,West Indies,29-Apr-88,8.41,108.5,334,AD Russell,912.0,,4
493,,,Right-arm medium-fast,Sri Lanka,3-Apr-89,8.6,119.16666666666667,280,NLTC Perera,1025.0,,4
494,,,Slow left-arm orthodox,India,12-Aug-89,7.02,171.16666666666666,293,S Nadeem,1201.0,,4
495,,,Legbreak googly,India,17-Oct-70,6.65,163.83333333333334,124,A Kumble,1089.0,,4
496,,,Legbreak googly,India,23-Oct-87,7.95,142.83333333333334,166,KV Sharma,1136.0,,4
497,,,Slow left-arm orthodox,India,20-Jan-94,7.41,164.33333333333334,374,AR Patel,1218.0,,4
498,,,Right-arm fast,Australia,11-Oct-79,7.45,144.16666666666666,188,RJ Harris,1074.0,,4
499,,,Left-arm fast-medium,Australia,29-Apr-90,8.35,187.16666666666666,310,JP Faulkner,1562.0,,4
500,,,Slow left-arm orthodox,India,11-Sep-76,7.09,197.0,83,M Kartik,1397.0,,4
501,,,Right-arm fast-medium,Australia,1-Feb-87,7.82,128.33333333333334,163,MC Henriques,1004.0,,4
502,,,Legbreak,India,8-Oct-71,7.71,112.33333333333333,370,PV Tambe,866.0,,4
503,,,Right-arm fast-medium,Sri Lanka,2-Jun-87,7.97,129.33333333333334,191,AD Mathews,1031.0,,4
504,,,Right-arm offbreak,South Africa,2-May-82,6.78,118.16666666666667,192,J Botha,801.0,,4
505,,,Right-arm fast,India,29-Oct-89,8.25,129.16666666666666,296,VR Aaron,1065.0,,4
506,,,Legbreak googly,India,23-Jul-90,7.91,158.0,382,YS Chahal,1249.0,,4
507,,,Right-arm offbreak,India,17-Nov-82,7.2,190.33333333333334,31,YK Pathan,1371.0,,4
508,,,Legbreak googly,Australia,13-Sep-69,7.19,203.83333333333334,38,SK Warne,1465.0,,4
509,,,Right-arm medium,India,18-May-93,7.53,162.16666666666666,367,Sandeep Sharma,1221.0,,4
510,,,Left-arm fast,Australia,16-May-76,7.05,114.83333333333333,223,DP Nannes,810.0,,4
511,,,Right-arm medium,India,23-Nov-90,8.28,113.66666666666667,311,HV Patel,941.0,,4
512,,,Slow left-arm orthodox,New Zealand,27-Jan-79,6.77,130.83333333333334,175,DL Vettori,886.0,,4
513,,,Slow left-arm orthodox,Bangladesh,24-Mar-87,6.95,154.83333333333334,276,Shakib Al Hasan,1076.0,,4
514,,,Right-arm offbreak,South Africa,14-Apr-84,7.07,113.83333333333333,154,JP Duminy,805.0,,4
515,,,Slow left-arm orthodox,India,2-Dec-89,7.02,151.5,140,Iqbal Abdulla,1063.0,,4
